,Restaurant Name,Category,Rating,Price,Address,Restaurant Detail Link
790,Gore Gore,Mulyorejo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",/restaurants/surabaya/gore-gore-mulyorejo
791,Sopeso By JX,Wonocolo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 99, Wonocolo, Surabaya",/restaurants/surabaya/sopeso-by-jx-wonocolo
792,Sat & Sun,Ngagel | Barat,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bawean No. 37, Ngagel, Surabaya",/restaurants/surabaya/sat-dan-sun-ngagel
793,Tip Top Spesial Nasi Timbel,Simokerto | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Gembong No. 20 - 30, Simokerto, Surabaya",/restaurants/surabaya/tip-top-spesial-nasi-timbel-simokerto
794,Klepon Porong Raja Rasa Bu Nanik,Genteng | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Apsari, Genteng, Surabaya",/restaurants/surabaya/klepon-porong-raja-rasa-bu-nanik-genteng
795,Pawon Alit,Tegalsari | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kedungsari No. 8B, Tegalsari, Surabaya",/restaurants/surabaya/pawon-alit-tegalsari
796,Terang Bulan Volcano,Sambikerep | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/terang-bulan-volcano-sambikerep
797,Tahu Campur Nginden,Gubeng | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Nginden, Gubeng, Surabaya",/restaurants/surabaya/tahu-campur-nginden-gubeng
798,Shaburi & Kintan Buffet,Tegalsari | Jepang,4.60 /5,Di atas Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/shaburi-dan-kintan-buffet-tegalsari
799,Kopi Kenangan,Kertajaya | Kafe,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kertajaya Indah, Kertajaya, Surabaya",/restaurants/surabaya/kopi-kenangan-kertajaya
800,Ho Ciak,Lakarsantri | China,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Villa Taman Telaga Blok TJ1 No. 43, Lakarsantri, Surabaya",/restaurants/surabaya/ho-ciak-lakarsantri
801,Newton Chinese & Seafood,Rungkut | China,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Asri XII No. 18A, Rungkut, Surabaya",/restaurants/surabaya/newton-chinese-dan-seafood-rungkut
802,Uppercut Steakhouse - JW Marriott Hotel Surabaya,Tegalsari | Barat,4.60 /5,Di atas Rp. 200.000 /orang,"Jl. Embong Malang No. 85 - 89, Tegalsari, Surabaya",/restaurants/surabaya/uppercut-steakhouse-jw-marriott-hotel-surabaya-tegalsari
803,Toby's Fried Chicken,Gubeng,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 22, Gubeng, Surabaya",/restaurants/surabaya/toby-s-fried-chicken-gubeng
804,Depot Permai,Dukuh Pakis | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai II No. 56 Kav. 11, Dukuh Pakis, Surabaya",/restaurants/surabaya/depot-permai-dukuh-pakis
805,Yattako,Mulyorejo | Jepang,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/yattako-mulyorejo
806,Sushi Toku,Dukuh Pakis | Jepang,4.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Yono Soewoyo Kav. 6H - J, Dukuh Pakis, Surabaya",/restaurants/surabaya/sushi-toku-dukuh-pakis
807,Seafood Kalimantan,Lakarsantri | Indonesia,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Telaga Utama No. 25, Lakarsantri, Surabaya",/restaurants/surabaya/seafood-kalimantan-lakarsantri
808,Yakiniku Like,Gayungan | Jepang,4.10 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Jend. A. Yani No. 260, Gayungan, Surabaya",/restaurants/surabaya/yakiniku-like-gayungan
809,Moeng Kopi,Rungkut | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Medokan Ayu Blok MA IIID No. 35, Rungkut, Surabaya",/restaurants/surabaya/moeng-kopi-rungkut-2
810,De Mandailing Cafe N Eatery,Rungkut | Kafe,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 414, Rungkut, Surabaya",/restaurants/surabaya/de-mandailing-cafe-n-eatery-rungkut
811,Rasa Rakyat,Wonocolo | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto, Wonocolo, Surabaya",/restaurants/surabaya/rasa-rakyat-wonocolo
812,Mie Hakka,Mulyorejo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalijudan Asri No. 4, Mulyorejo, Surabaya",/restaurants/surabaya/mie-hakka-mulyorejo-2
813,Hisana Fried Chicken,Sawahan,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Pacuan Kuda, Sawahan, Surabaya",/restaurants/surabaya/hisana-fried-chicken-sawahan-2
814,Depot Juang 45,Rungkut | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 479, Rungkut, Surabaya",/restaurants/surabaya/depot-juang-45-rungkut
815,Omah Sae,Wonokromo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Musi No. 39, Wonokromo, Surabaya",/restaurants/surabaya/omah-sae-wonokromo
816,Allumbra Restaurant & Lounge,Ngagel | Barat,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Ngagel No. 123, Ngagel, Surabaya",/restaurants/surabaya/allumbra-restaurant-dan-lounge-ngagel
817,Coto Makassar Ala Maya,Dukuh Pakis | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono No. 71, Dukuh Pakis, Surabaya",/restaurants/surabaya/coto-makassar-ala-maya-dukuh-pakis
818,X.O Suki,Wiyung | China,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/x-o-suki-wiyung
819,Wakoel Rempah,Sukolilo | Indonesia,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno, Sukolilo, Surabaya",/restaurants/surabaya/wakoel-rempah-sukolilo
820,Holland Bakery,Krembangan | Toko Roti dan Kue,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Indrapura No. 53A, Krembangan, Surabaya",/restaurants/surabaya/holland-bakery-krembangan
821,Excelso,Ngagel | Kafe,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Ngagel No. 123, Ngagel, Surabaya",/restaurants/surabaya/excelso-ngagel
822,Rakki Curry House,Dukuh Pakis | Jepang,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/rakki-curry-house-dukuh-pakis
823,Shao Kao,Dukuh Pakis | China,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. HR Muhammad No. 149, Dukuh Pakis, Surabaya",/restaurants/surabaya/shao-kao-dukuh-pakis
824,Niku Japanese BBQ,Lakarsantri | Jepang,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Emerald Mansion Citraland, Lakarsantri, Surabaya",/restaurants/surabaya/niku-japanese-bbq-lakarsantri
825,DnA Coffee Chapter Airlangga,Gubeng | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II No. 31, Gubeng, Surabaya",/restaurants/surabaya/dna-coffee-chapter-airlangga-gubeng
826,Isola Cafe,Dukuh Pakis | Kafe,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/isola-cafe-dukuh-pakis
827,Cincau Station,Tenggilis Mejoyo | Minuman,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 108, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/cincau-station-tenggilis-mejoyo
828,Kedai Bang Roy,Tegalsari | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Embong Malang No. 78H, Tegalsari, Surabaya",/restaurants/surabaya/kedai-bang-roy-tegalsari
829,Gulo Aren,Wiyung | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Menganti, Wiyung, Surabaya",/restaurants/surabaya/gulo-aren-wiyung
830,Depot Es Teler,Krembangan | Dessert,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Indrapura No. 1, Krembangan, Surabaya",/restaurants/surabaya/depot-es-teler-krembangan
831,Pokok'e Kebab N Burger,Tandes | Arab/Timur Tengah,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Manukan Tengah, Tandes, Surabaya",/restaurants/surabaya/pokok-e-kebab-n-burger-tandes
832,Soto Ayam Pak Djayus,Sukolilo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Manyar No. 84, Sukolilo, Surabaya",/restaurants/surabaya/soto-ayam-pak-djayus-sukolilo
833,Ayam Goreng Djakarta,Genteng | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Kapasari No. 7A, Genteng, Surabaya",/restaurants/surabaya/ayam-goreng-djakarta-genteng
834,Ayam Gepuk Pak Mahmud,Mulyorejo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalijudan, Mulyorejo, Surabaya",/restaurants/surabaya/ayam-gepuk-pak-mahmud-mulyorejo
835,Tio Ciu,Sawahan | China,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tidar No. 7, Sawahan, Surabaya",/restaurants/surabaya/tio-ciu-sawahan
836,Depot Baliwerti,Mulyorejo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/depot-baliwerti-mulyorejo
837,Angde,Dukuh Pakis | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/angde-dukuh-pakis
838,O'tella,Wonokromo | Minuman,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/o-tella-wonokromo
839,Feel Matcha,Tegalsari | Kafe,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/feel-matcha-tegalsari
840,Kerupuk Babi Liong,Wiyung | China,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/kerupuk-babi-liong-wiyung
841,Mixue,"Wonokromo | Es Krim,Minuman",4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/mixue-wonokromo
842,Bakso Hompimpa,Dukuh Pakis | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Villa Bukit Mas No. 8D, Dukuh Pakis, Surabaya",/restaurants/surabaya/bakso-hompimpa-dukuh-pakis-2
843,Warung Cak Wi,Wonokromo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Bentul I, Wonokromo, Surabaya",/restaurants/surabaya/warung-cak-wi-wonokromo
844,Sarwo Penyet,Ngagel | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan, Ngagel, Surabaya",/restaurants/surabaya/sarwo-penyet-ngagel
845,Pangsit Mie Ayam Jakarta Pak No,Pucang Sewu | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Pucang Jajar No. 21, Pucang Sewu, Surabaya",/restaurants/surabaya/pangsit-mie-ayam-jakarta-pak-no-pucang-sewu
846,Ketoprak Sedap Malam,Lakarsantri | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Wisma Lidah Kulon (Depan Alfamart), Lakarsantri, Surabaya",/restaurants/surabaya/ketoprak-sedap-malam-lakarsantri
847,Pangsit Mie Babat Kembang Jepun,Dukuh Pakis | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Dukuh Kupang No. 106, Dukuh Pakis, Surabaya",/restaurants/surabaya/pangsit-mie-babat-kembang-jepun-dukuh-pakis
848,Ketan Perjuangan,Gayungan | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Ketintang No. 42, Gayungan, Surabaya",/restaurants/surabaya/ketan-perjuangan-gayungan
849,Pojok Kanwa,Sawahan | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Kanwa No. 8, Sawahan, Surabaya",/restaurants/surabaya/pojok-kanwa-sawahan
850,K'Zie,Wonokromo | Jepang,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Ronggowarsito (Dekat Pintu Masuk Giant Diponegoro), Wonokromo, Surabaya",/restaurants/surabaya/k-zie-wonokromo
851,Andzero,Sukolilo | Kafe,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Nginden Intan No. 39, Sukolilo, Surabaya",/restaurants/surabaya/andzero-sukolilo
852,Mr. Potatoes,Wiyung | Snack,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/mr-potatoes-wiyung
853,Ayam Bakar Primarasa,Tegalsari | Indonesia,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Soetomo No. 76, Tegalsari, Surabaya",/restaurants/surabaya/ayam-bakar-primarasa-tegalsari
854,Steak 21,Mulyorejo | Barat,4.10 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/steak-21-mulyorejo
855,Bubur Ayam Jakarta 46,Sambikerep | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Lontar No. 210, Sambikerep, Surabaya",/restaurants/surabaya/bubur-ayam-jakarta-46-sambikerep
856,The Lobby Lounge - Hotel Majapahit,Genteng | Barat,4.60 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Tunjungan No. 65, Genteng, Surabaya",/restaurants/surabaya/the-lobby-lounge-hotel-majapahit-genteng
857,History of Jum,Benowo | Kafe,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Bringin No. 31, Benowo, Surabaya",/restaurants/surabaya/history-of-jum-benowo
858,Breeze Bean,Sambikerep | Kafe,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",/restaurants/surabaya/breeze-bean-sambikerep
859,Jus Kode,Sambikerep | Minuman,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/jus-kode-sambikerep
860,Amanda Brownies Kukus,Sawahan | Toko Kue,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Blauran No. 58 - 60, Sawahan, Surabaya",/restaurants/surabaya/amanda-brownies-kukus-sawahan
861,Nasi Bebek Goreng Cabang Purnama,Gubeng | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Bratang Jaya No. 20 (Dekat Indomaret), Gubeng, Surabaya",/restaurants/surabaya/nasi-bebek-goreng-cabang-purnama-gubeng
862,Gado - Gado Cak Arie,Sukolilo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Sukosemolo No. 154, Sukolilo, Surabaya",/restaurants/surabaya/gado-gado-cak-arie-sukolilo
863,Gado - Gado Jumbo Pak Tikno,Ngagel | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Tengah No. 127, Ngagel, Surabaya",/restaurants/surabaya/gado-gado-jumbo-pak-tikno-ngagel-1
864,Xiang Jia Kopitiam,Sambikerep | China,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/xiang-jia-kopitiam-sambikerep
