,Restaurant Name,Category,Rating,Price,Address,Restaurant Detail Link
416,Wok Noodle,Wiyung | Indonesia,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/wok-noodle-wiyung
417,Locus Cafe & Pastry,Wonocolo | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Sidosermo Indah No. 6, Wonocolo, Surabaya",/restaurants/surabaya/locus-cafe-dan-pastry-wonocolo
418,Pizza Hut,Rungkut,4.05 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno, Rungkut, Surabaya",/restaurants/surabaya/pizza-hut-rungkut
419,Mie Yabi Hot,Tambaksari | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru No. 16, Tambaksari, Surabaya",/restaurants/surabaya/mie-yabi-hot-tambaksari
420,Kopi Kenangan,Gayungan | Minuman,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 88, Gayungan, Surabaya",/restaurants/surabaya/kopi-kenangan-gayungan
421,Rou Asian Meatery,Mulyorejo | China,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur Blok RR No. 19, Mulyorejo, Surabaya",/restaurants/surabaya/rou-asian-meatery-mulyorejo
422,Serlok Kopi,Kertajaya | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Kertajaya No. 67, Kertajaya, Surabaya",/restaurants/surabaya/serlok-kopi-kertajaya
423,Gubug Makan Mang Engking,Gubeng | Indonesia,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Stasiun Gubeng, Gubeng, Surabaya",/restaurants/surabaya/gubug-makan-mang-engking-gubeng
424,Ayam Tulang Lunak Malioboro,Tenggilis Mejoyo | Indonesia,4.04 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kendangsari No. 62, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/ayam-tulang-lunak-malioboro-tenggilis-mejoyo
425,Kedai 27,Gayungan | Kafe,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 288, Gayungan, Surabaya",/restaurants/surabaya/kedai-27-gayungan
426,Magal Korean BBQ,Mulyorejo | Korea,4.05 /5,Di atas Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/magal-korean-bbq-mulyorejo
427,Tokyo Resto,Gubeng | China,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Nginden No. 68, Gubeng, Surabaya",/restaurants/surabaya/tokyo-resto-gubeng-1
428,Gojumong,Dukuh Pakis | Korea,4.20 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard No. 2D - 2E, Dukuh Pakis, Surabaya",/restaurants/surabaya/gojumong-dukuh-pakis
429,Toast Jam,Dukuh Pakis | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Bukit Darmo Golf, Dukuh Pakis, Surabaya",/restaurants/surabaya/toast-jam-dukuh-pakis-2
430,Linni's Pattiserie,"Sambikerep | Toko Roti dan Kue,Kafe",4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",/restaurants/surabaya/linni-s-pattiserie-sambikerep
431,Raja Pisang Keju Arjuna,Semolowaru | Indonesia,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 18, Semolowaru, Surabaya",/restaurants/surabaya/raja-pisang-keju-arjuna-semolowaru
432,"Beatus Alfresco Dining & Grill - Ciputra Golf, Club & Hotel",Lakarsantri | Barat,4.50 /5,Di atas Rp. 200.000 /orang,"Jl. Citraraya Utama, Lakarsantri, Surabaya",/restaurants/surabaya/beatus-alfresco-dining-dan-grill-ciputra-golf-club-dan-hotel-lakarsantri
433,Kintan Buffet,Mulyorejo | Jepang,4.50 /5,Di atas Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/kintan-buffet-mulyorejo-2
434,Sushi Hiro,Manyar | Jepang,4.50 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Manyar Kertoarjo No. 71, Manyar, Surabaya",/restaurants/surabaya/sushi-hiro-manyar
435,Ngikan,Sambikerep,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/ngikan-sambikerep
436,Kopi Kakak,Pucang Sewu | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Pucang Anom Timur No. 48, Pucang Sewu, Surabaya",/restaurants/surabaya/kopi-kakak-pucang-sewu
437,Puyo Silky Desserts,Tegalsari | Puding,4.15 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/puyo-silky-desserts-tegalsari
438,Kawan Seduh Coffee,Gubeng | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 134, Gubeng, Surabaya",/restaurants/surabaya/kawan-seduh-coffee-gubeng
439,Okinawa Sushi,Mulyorejo | Jepang,4.60 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/okinawa-sushi-mulyorejo
440,Kiss Bakery,Semampir | Toko Roti dan Kue,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Tenggumung Baru Mulya II, Semampir, Surabaya",/restaurants/surabaya/kiss-bakery-semampir
441,Angsle & Ronde 66,Tambaksari | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru No. 189, Tambaksari, Surabaya",/restaurants/surabaya/angsle-dan-ronde-66-tambaksari-2
442,Pecel Madiun Bu Pri,Sambikerep | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/pecel-madiun-bu-pri-sambikerep
443,Many Pany Pancake & Waffle,Wonokromo | Dessert,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Kutai No. 38, Wonokromo, Surabaya",/restaurants/surabaya/many-pany-pancake-dan-waffle-wonokromo
444,Cookies Box,Dukuh Pakis | Toko Roti dan Kue,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. HR Muhammad No. 73B, Dukuh Pakis, Surabaya",/restaurants/surabaya/cookies-box-dukuh-pakis
445,Cita Rasa Atjeh,Wonocolo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Margorejo Indah No. 6, Wonocolo, Surabaya",/restaurants/surabaya/cita-rasa-atjeh-wonocolo
446,Sarkies Restaurant - Hotel Majapahit,Genteng | China,4.60 /5,Di atas Rp. 200.000 /orang,"Jl. Tunjungan No. 65, Genteng, Surabaya",/restaurants/surabaya/sarkies-restaurant-hotel-majapahit-genteng
447,Onno Gelato & Coffee,Gayungan | Kafe,4.13 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Gayungsari Barat No. 29, Gayungan, Surabaya",/restaurants/surabaya/onno-gelato-dan-coffee-gayungan
448,MacKenzie Coffee,Dukuh Pakis | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. HR Muhammad, Dukuh Pakis, Surabaya",/restaurants/surabaya/mackenzie-coffee-dukuh-pakis
449,Gudeg Pecel Cedhak Ubaya,Tenggilis Mejoyo | Indonesia,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis Mejoyo Blok AJ No. 5, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/gudeg-pecel-cedhak-ubaya-tenggilis-mejoyo-2
450,Le Kopee,Wonocolo | Minuman,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto VIII No. 7, Wonocolo, Surabaya",/restaurants/surabaya/le-kopee-wonocolo
451,The Juice 99,Tenggilis Mejoyo | Indonesia,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Kutisari Utara No. 33, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/the-juice-99-tenggilis-mejoyo
452,Rosella,Pabean Cantian | China,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. St. Kota No. 7A, Pabean Cantian, Surabaya",/restaurants/surabaya/rosella-pabean-cantian
453,Royal Cokelat,Jambangan | Kafe,4.50 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Royal Ketintang Regency Blok B No. 19B, Jambangan, Surabaya",/restaurants/surabaya/royal-cokelat-jambangan
454,Onkei,Kertajaya | Jepang,4.50 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kertajaya Indah Timur XIV Blok O No. 540, Kertajaya, Surabaya",/restaurants/surabaya/onkei-kertajaya
455,Steak Lab,Mulyorejo | Barat,4.50 /5,Di atas Rp. 200.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 208, Mulyorejo, Surabaya",/restaurants/surabaya/steak-lab-mulyorejo
456,Warung Imood,Gubeng | Indonesia,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Kertajaya IX No. 40A, Gubeng, Surabaya",/restaurants/surabaya/warung-imood-gubeng
457,Amboja Bistro,Tegalsari | Indonesia,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Diponegoro No. 56, Tegalsari, Surabaya",/restaurants/surabaya/amboja-bistro-tegalsari
458,Aneka Jus Buah,Ngagel | Minuman,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Madya No. 4, Ngagel, Surabaya",/restaurants/surabaya/aneka-jus-buah-ngagel-2
459,Kopi Komunitas,Ngagel | Kafe,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan No. 127, Ngagel, Surabaya",/restaurants/surabaya/kopi-komunitas-ngagel
460,100 Degrees,"Tegalsari | China,Indonesia",4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Imam Bonjol No. 126, Tegalsari, Surabaya",/restaurants/surabaya/100-degrees-tegalsari
461,STMJ Bu Mun,Gubeng | Indonesia,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Nginden No. 135, Gubeng, Surabaya",/restaurants/surabaya/stmj-bu-mun-gubeng
462,Bakso Pak Ali,Bubutan | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Kranggan No. 45, Bubutan, Surabaya",/restaurants/surabaya/bakso-pak-ali-bubutan
463,Piting Kerang,Mulyorejo | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 10, Mulyorejo, Surabaya",/restaurants/surabaya/piting-kerang-mulyorejo
464,Pisang Molen Dadi / Pisang Molen WM,Tegalsari | Indonesia,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Mojopahit No. 1 (Sebelah Universitas Katolik Widya Mandala), Tegalsari, Surabaya",/restaurants/surabaya/pisang-molen-dadi-pisang-molen-wm-tegalsari
465,Indonesian Bistro By Confit,Wiyung | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Boulevard Famili Selatan Kav. 1, Wiyung, Surabaya",/restaurants/surabaya/indonesian-bistro-by-confit-wiyung
466,Kedai Kopi Kota,Genteng | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Embong Malang No. 73G, Genteng, Surabaya",/restaurants/surabaya/kedai-kopi-kota-genteng
467,Lapis Kukus Surabaya,Genteng | Toko Kue,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Genteng Besar No. 77, Genteng, Surabaya",/restaurants/surabaya/lapis-kukus-surabaya-genteng
468,Martabak Hanan,Mulyorejo | Indonesia,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 276, Mulyorejo, Surabaya",/restaurants/surabaya/martabak-hanan-mulyorejo
469,Kedai Kopi Kulo,Wiyung | Kafe,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Griya Babatan Mukti Blok J No. 31, Wiyung, Surabaya",/restaurants/surabaya/kedai-kopi-kulo-wiyung-2
470,Mazaya Coffee & Roastery,Gayungan | Kafe,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Gayungsari Barat X No. 32, Gayungan, Surabaya",/restaurants/surabaya/mazaya-coffee-dan-roastery-gayungan
471,Excelso,Tegalsari | Kafe,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/excelso-tegalsari-1
472,Mak Sreng,Tandes | Indonesia,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Darmo Indah Barat I Blok D No. 9, Tandes, Surabaya",/restaurants/surabaya/mak-sreng-tandes
473,Ayam Canton Soerabaja,Tegalsari | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Kedungdoro No. 251, Tegalsari, Surabaya",/restaurants/surabaya/ayam-canton-soerabaja-tegalsari-2
474,DOMODOMO,Dukuh Pakis | Kafe,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/domodomo-dukuh-pakis
475,Haagen - Dazs,Wiyung | Es Krim,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/haagen-dazs-wiyung-2
476,Yoshinoya,Wiyung | Jepang,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Menganti No. 479, Wiyung, Surabaya",/restaurants/surabaya/yoshinoya-wiyung-2
477,Old Street Bak Kut Teh,Tegalsari | China,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/old-street-bak-kut-teh-tegalsari
478,Lontong Balap Rajawali,Krembangan | Indonesia,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Krembangan Timur No. 32D, Krembangan, Surabaya",/restaurants/surabaya/lontong-balap-rajawali-krembangan
479,KFC,Genteng,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Pemuda No. 27 - 31, Genteng, Surabaya",/restaurants/surabaya/kfc-genteng-3
480,Reddog,Wiyung | Korea,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/reddog-wiyung
481,Maxx Coffee,Gubeng | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Gubeng No. 70, Gubeng, Surabaya",/restaurants/surabaya/maxx-coffee-gubeng
482,La Pasion,Dukuh Pakis,4.05 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Jonosewojo, Dukuh Pakis, Surabaya",/restaurants/surabaya/la-pasion-dukuh-pakis
483,Tahu Tek Kartolo,Wonokromo | Indonesia,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Bratang Gede VI E, Wonokromo, Surabaya",/restaurants/surabaya/tahu-tek-kartolo-wonokromo-2
484,May Star,Dukuh Pakis | China,4.50 /5,Di atas Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",/restaurants/surabaya/may-star-dukuh-pakis
485,Warung Nyaman,Wonocolo | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto Selatan No. 5C, Wonocolo, Surabaya",/restaurants/surabaya/warung-nyaman-wonocolo
486,Chatime Atealier,Mulyorejo | Bubble Tea,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/chatime-atealier-mulyorejo
487,Soto Ayam Kenari,Genteng | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Genteng Kali No. 65A, Genteng, Surabaya",/restaurants/surabaya/soto-ayam-kenari-genteng
488,Pizza Hut Delivery (PHD),Tandes,4.05 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Darmo Indah Timur Blok G No. 61B, Tandes, Surabaya",/restaurants/surabaya/pizza-hut-delivery-phd-tandes
489,Omma Kitchen,Wonocolo | Indonesia,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Jemur Wonosari Blok JM No. 11, Wonocolo, Surabaya",/restaurants/surabaya/omma-kitchen-wonocolo
490,Steak Industry,Gubeng | Barat,4.50 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Nias No. 140, Gubeng, Surabaya",/restaurants/surabaya/steak-industry-gubeng
491,Kabinet Coffee Co.,Dukuh Pakis | Kafe,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",/restaurants/surabaya/kabinet-coffee-co-dukuh-pakis
492,Harris Cafe - Harris Hotel & Conventions,"Gubeng | Indonesia, Barat,Jepang",4.20 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bangka No. 8 - 18, Gubeng, Surabaya",/restaurants/surabaya/harris-cafe-harris-hotel-dan-conventions-gubeng
493,Food Exchange - Novotel Samator Hotel,"Rungkut | Indonesia,Barat",4.07 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kedung Baruk No. 26 - 28, Rungkut, Surabaya",/restaurants/surabaya/food-exchange-novotel-samator-hotel-rungkut
494,VIP Coffee & Eatery,Ngagel | Kafe,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Ngagel Jaya Utara No. 112, Ngagel, Surabaya",/restaurants/surabaya/vip-coffee-dan-eatery-ngagel
495,Pisang Ribut,Sukolilo | Snack,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Kejawan Gebang No. 7, Sukolilo, Surabaya",/restaurants/surabaya/pisang-ribut-sukolilo
496,The Butcher Wagyu Steak,Mulyorejo | Barat,4.40 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mulyosari BDP No. 17B, Mulyorejo, Surabaya",/restaurants/surabaya/the-butcher-wagyu-steak-mulyorejo
497,Tetsujin,Dukuh Pakis | Jepang,4.40 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. HR Muhammad No. 24, Dukuh Pakis, Surabaya",/restaurants/surabaya/tetsujin-dukuh-pakis
498,Gokana,Wonokromo | Jepang,4.13 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/gokana-wonokromo
499,Starbucks,Wonocolo | Kafe,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Jemursari No. 134, Wonocolo, Surabaya",/restaurants/surabaya/starbucks-wonocolo-2
500,Cincau Station,Tandes | Minuman,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",/restaurants/surabaya/cincau-station-tandes
501,Fortunate Coffee,Sambikerep | Kafe,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya Blok B No. 19, Sambikerep, Surabaya",/restaurants/surabaya/fortunate-coffee-sambikerep
502,Aneka Makanan Warung Curhat,Genteng | Indonesia,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. BKR Pelajar No. 32, Genteng, Surabaya",/restaurants/surabaya/aneka-makanan-warung-curhat-genteng
503,Yoshinoya,Tenggilis Mejoyo | Jepang,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No A41, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/yoshinoya-tenggilis-mejoyo
504,Hansari Son Ga,Dukuh Pakis | Korea,4.40 /5,Di atas Rp. 200.000 /orang,"Jl. HR Muhammad No. 26, Dukuh Pakis, Surabaya",/restaurants/surabaya/hansari-son-ga-dukuh-pakis
505,Excelso,Wonocolo | Kafe,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Margorejo Indah No. 97 - 99, Wonocolo, Surabaya",/restaurants/surabaya/excelso-wonocolo
506,H. Subali Raja Sate,Rungkut | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 541, Rungkut, Surabaya",/restaurants/surabaya/h-subali-raja-sate-rungkut
507,Mandalika Cafe,Gayungan | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Gayung Kebonsari No. 36, Gayungan, Surabaya",/restaurants/surabaya/mandalika-cafe-gayungan
508,The Duck King,Mulyorejo | China,4.30 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/the-duck-king-mulyorejo
509,Ayam Geprek Moome,Gubeng | Indonesia,4.50 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Jaya I No. 35, Gubeng, Surabaya",/restaurants/surabaya/ayam-geprek-moome-gubeng
510,Lodji Besar,Genteng | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Makam Peneleh No. 46, Genteng, Surabaya",/restaurants/surabaya/lodji-besar-genteng
511,Sitara Indian Cuisine,Wonokromo | India,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Hayam Wuruk No. 54A, Wonokromo, Surabaya",/restaurants/surabaya/sitara-indian-cuisine-wonokromo
512,Vilo Gelato,Lakarsantri | Kafe,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Telaga Utama No. 35 - 36, Lakarsantri, Surabaya",/restaurants/surabaya/vilo-gelato-lakarsantri
513,Mie Murtika,Gubeng | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Barata Jaya No. 35, Gubeng, Surabaya",/restaurants/surabaya/mie-murtika-gubeng
514,Bebek Goreng H. Slamet,Kayoon | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Kayoon No. 19, Kayoon, Surabaya",/restaurants/surabaya/bebek-goreng-h-slamet-kayoon
515,PSI Patisserie,Genteng | Kafe,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Embong Kemiri No. 15, Genteng, Surabaya",/restaurants/surabaya/psi-patisserie-genteng
516,Warung Pojok Umik,Gubeng | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kaliwaron No. 306, Gubeng, Surabaya",/restaurants/surabaya/warung-pojok-umik-gubeng
517,Sego Bedjo,Manyar,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo V No. 2, Manyar, Surabaya",/restaurants/surabaya/sego-bedjo-manyar
518,Resto Alami,Karang Pilang | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mastrip No. 322 - 324, Karang Pilang, Surabaya",/restaurants/surabaya/resto-alami-karang-pilang
519,Pocoyo,Tegalsari | Waffle,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat, Tegalsari, Surabaya",/restaurants/surabaya/pocoyo-tegalsari-3
520,Ayam Besek Bu Tutiek,Simokerto | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Gembong No. 20 - 30, Simokerto, Surabaya",/restaurants/surabaya/ayam-besek-bu-tutiek-simokerto
521,Cincau Station,Ngagel | Minuman,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel No. 137 - 141, Ngagel, Surabaya",/restaurants/surabaya/cincau-station-ngagel-2
522,Kota Lama Kuliner Beverages,Mulyorejo | Minuman,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Babatan Pantai Utara II No. 3 - 3A, Mulyorejo, Surabaya",/restaurants/surabaya/kota-lama-kuliner-beverages-mulyorejo
523,Pangsit Mie Ayam Simpang Super,Dukuh Pakis | Indonesia,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Simpang Darmo Permai Selatan No. 15, Dukuh Pakis, Surabaya",/restaurants/surabaya/pangsit-mie-ayam-simpang-super-dukuh-pakis
524,Kopi Kenangan,Sambikerep | Kafe,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/kopi-kenangan-sambikerep
525,Kopi Sae,Wonocolo | Indonesia,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Margorejo Indah No. 134A, Wonocolo, Surabaya",/restaurants/surabaya/kopi-sae-wonocolo
526,Urban Latte,Gubeng | Kafe,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Bali No. 23, Gubeng, Surabaya",/restaurants/surabaya/urban-latte-gubeng
527,Bebek Joss Gandos,Tenggilis Mejoyo | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 15AB, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/bebek-joss-gandos-tenggilis-mejoyo
528,Kopi Kenangan,Genteng | Kafe,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Pemuda No. 72, Genteng, Surabaya",/restaurants/surabaya/kopi-kenangan-genteng
529,Mungil THR,Pucang Sewu | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Pucang Anom Timur No. 8F, Pucang Sewu, Surabaya",/restaurants/surabaya/mungil-thr-pucang-sewu
530,Kopi Gober,Tenggilis Mejoyo | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Panjang Jiwo Permai, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/kopi-gober-tenggilis-mejoyo
531,Pizza Place,Tegalsari | Italia,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Untung Suropati No. 84, Tegalsari, Surabaya",/restaurants/surabaya/pizza-place-tegalsari
532,COCO Bar,Dukuh Pakis | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/coco-bar-dukuh-pakis
533,Depot Vegetarian Sehat,Bubutan | Vegetarian,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Pasar Besar Wetan No. 3, Bubutan, Surabaya",/restaurants/surabaya/depot-vegetarian-sehat-bubutan
534,Depot Bedjo,Gubeng | China,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 36C, Gubeng, Surabaya",/restaurants/surabaya/depot-bedjo-gubeng
535,X.O Grand Ballroom,Dukuh Pakis | China,4.07 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Indah No. 15, Dukuh Pakis, Surabaya",/restaurants/surabaya/x-o-grand-ballroom-dukuh-pakis
536,Warung Sego Maduro Suramadu,Bubutan | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Demak No. 304, Bubutan, Surabaya",/restaurants/surabaya/warung-sego-maduro-suramadu-bubutan
537,Djayakarta Ayam Goreng,Bubutan | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Tidar No. 91N, Bubutan, Surabaya",/restaurants/surabaya/djayakarta-ayam-goreng-bubutan
538,Depot Pak Umbar,Ngagel | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Tengah, Ngagel, Surabaya",/restaurants/surabaya/depot-pak-umbar-ngagel
539,Hai Nan Restaurant,Bubutan | China,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pahlawan No. 91A - 93B, Bubutan, Surabaya",/restaurants/surabaya/hai-nan-restaurant-bubutan
