,Restaurant Name,Category,Rating,Price Range,Address,Restaurant Detail Link,District
116,Siam Thai Authentic Taste, Thailand,4.12,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Baru No. 74, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/siam-thai-authentic-taste-sukomanunggal,Sukomanunggal
117,The Fak's, Kafe,4.65,Di bawah Rp. 50.000 /orang,"Jl. Northwest Boulevard Blok NV1 No. 18, Pakal, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-fak-s-pakal,Pakal
118,Sour Sally, Yoghurt,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/sour-sally-tegalsari,Tegalsari
119,Depot Mentari, Indonesia,4.44,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Madya No. 2B, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-mentari-ngagel,Ngagel
120,Starbucks, Kafe,4.09,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-wiyung-3,Wiyung
121,Boncafe, Barat,4.07,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/boncafe-dukuh-pakis-2,Dukuh Pakis
122,Yamagoya Ramen, Jepang,4.05,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/yamagoya-ramen-tegalsari,Tegalsari
123,Yoshinoya, Jepang,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Darmo Boulevard No. 9, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/yoshinoya-dukuh-pakis,Dukuh Pakis
124,41 Strip Club, Kafe,4.55,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Tenggilis Barat I No. 21, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/41-strip-club-tenggilis-mejoyo,Tenggilis Mejoyo
125,Zybrick, Kafe,4.02,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Siwalankerto No. 120B, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/zybrick-wonocolo,Wonocolo
126,Djournal Coffee, Kafe,4.07,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/djournal-coffee-mulyorejo,Mulyorejo
127,Larazeta Restaurant & Gallery, Arab/Timur Tengah,4.23,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Biliton No. 27, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/larazeta-restaurant-dan-gallery-gubeng,Gubeng
128,Kopi Pak Budi, Minuman,4.8,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-pak-budi-dukuh-pakis,Dukuh Pakis
129,Frut-O Gelato, Es Krim,4.16,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/frut-o-gelato-tegalsari,Tegalsari
130,Gerobak Ayam Geprek, Indonesia,4.18,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/gerobak-ayam-geprek-wiyung,Wiyung
131,The Neighbors Cafe, Kafe,4.06,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Darmo Harapan IX Blok EN No. 12, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-neighbors-cafe-sukomanunggal,Sukomanunggal
132,Kale and Kin, Salad,4.33,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kale-and-kin-dukuh-pakis,Dukuh Pakis
133,Five Spice Eatery and Coffee, Kafe,4.29,Di bawah Rp. 50.000 /orang,"Jl. Taman Internasional, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/five-spice-eatery-and-coffee-sambikerep,Sambikerep
134,Bon Ami Bakery, Toko Roti dan Kue,4.55,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 216, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/bon-ami-bakery-wonocolo,Wonocolo
135,Sari Laut Kapasan, Indonesia,4.06,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kapasan No. 27, Simokerto, Surabaya",https://pergikuliner.com/restaurants/surabaya/sari-laut-kapasan-simokerto,Simokerto
136,Frut-O Gelato, Es Krim,4.0,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/frut-o-gelato-dukuh-pakis,Dukuh Pakis
137,Many Pany Pancake & Waffle, Dessert,4.04,Di bawah Rp. 50.000 /orang,"Jl. Slamet No. 16, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/many-pany-pancake-dan-waffle-genteng,Genteng
138,Kimukatsu, Jepang,4.14,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kimukatsu-mulyorejo,Mulyorejo
139,Excelso, Kafe,4.33,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-mulyorejo-2,Mulyorejo
140,Option Billiard & Cafe, Kafe,4.27,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Golf Tengah Blok D1 No. 27, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/option-billiard-dan-cafe-lakarsantri,Lakarsantri
141,Starbucks,Dukuh Pakis,4.05,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-dukuh-pakis,
142,Starbucks, Kafe,4.09,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Gubeng Pojok No. 1, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-gubeng,Gubeng
143,Urban Latte, Kafe,4.4,Di bawah Rp. 50.000 /orang,"Jl. Klampis Jaya No. 37B, Klampis, Surabaya",https://pergikuliner.com/restaurants/surabaya/urban-latte-klampis,Klampis
144,Shihlin, Snack,4.28,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/shihlin-tegalsari-3,Tegalsari
145,Cafe Jalan Korea, Korea,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Jemursari No. 76 Blok D No. 5 (Belakang Holland Bakery), Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/cafe-jalan-korea-wonocolo,Wonocolo
146,Warung Sego Maduro Suramadu, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Kalibutuh No. 6, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-sego-maduro-suramadu-bubutan-1,Bubutan
147,Fish & Co., Barat,4.29,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/fish-dan-co-wiyung,Wiyung
148,Pizza E Birra, Italia,4.01,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/pizza-e-birra-dukuh-pakis,Dukuh Pakis
149,Dream of Kahyangan Art Resto, Indonesia,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puri Widya Kencana Blok LL No. 5, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/dream-of-kahyangan-art-resto-lakarsantri,Lakarsantri
150,La Ribs, Barat,4.23,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/la-ribs-wiyung,Wiyung
151,Soto Podjok Kediri, Indonesia,4.16,Di bawah Rp. 50.000 /orang,"Jl. Bukit Telaga Golf Blok TC3 No. 30, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-podjok-kediri-lakarsantri,Lakarsantri
152,Ludic, Kafe,4.13,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kendangsari No. 97, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ludic-tenggilis-mejoyo,Tenggilis Mejoyo
153,Starbucks, Kafe,4.11,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 351, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-rungkut,Rungkut
154,Soto Banjar Pak Kumisss, Indonesia,4.32,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Barat No. 26, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-banjar-pak-kumisss-ngagel,Ngagel
155,Teazzi, Minuman,4.55,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/teazzi-wiyung,Wiyung
156,Cincau Bistro, Kafe,4.07,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/cincau-bistro-dukuh-pakis,Dukuh Pakis
157,Kyoushi, Jepang,4.67,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/kyoushi-wiyung,Wiyung
158,Excelso, Kafe,4.08,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Biliton No. 77, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-gubeng-1,Gubeng
159,De Mier, Kafe,4.32,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jambi No. 35, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/de-mier-wonokromo,Wonokromo
160,Kopi Soe, Kafe,4.36,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 7A, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-soe-mulyorejo,Mulyorejo
161,Kakkoii, Jepang,4.45,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Adityawarman No. 42A - C, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kakkoii-wonokromo,Wonokromo
162,Housaku Sushi & Bento, Jepang,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/housaku-sushi-dan-bento-sambikerep-2,Sambikerep
163,Zenbu, Jepang,4.04,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/zenbu-wiyung,Wiyung
164,Co.choc, Minuman,4.15,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok AI No. 33 - 34, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/co-choc-tenggilis-mejoyo,Tenggilis Mejoyo
165,Pukul Satu Kopi, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 142A, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/pukul-satu-kopi-gubeng,Gubeng
166,Tous Les Jours, Toko Roti dan Kue,4.0,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/tous-les-jours-mulyorejo,Mulyorejo
167,Verte Green Eats & Coffee, Kafe,4.36,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jambi No. 47, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/verte-green-eats-dan-coffee-wonokromo-2,Wonokromo
168,Kameyama, Kafe,4.14,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Darmo Permai III No. 88, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kameyama-dukuh-pakis-2,Dukuh Pakis
169,Ayam Keprabon Express, Indonesia,4.67,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-keprabon-express-sambikerep,Sambikerep
170,Steak Hut, Barat,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard No. 8P, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/steak-hut-dukuh-pakis,Dukuh Pakis
171,Nhu Nhu Lemongrass, Minuman,4.32,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/nhu-nhu-lemongrass-wiyung,Wiyung
172,Bon Ami Restaurant & Bakery," Indonesia,Barat,Toko Roti dan Kue",4.07,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dr. Soetomo No. 94, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/bon-ami-restaurant-dan-bakery-tegalsari-2,Tegalsari
173,Pangsit Tenda Biru, Indonesia,4.09,Di bawah Rp. 50.000 /orang,"Jl. Kayoon No. 24, Kayoon, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-tenda-biru-kayoon,Kayoon
174,White House, Kafe,4.09,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Sulawesi No. 61, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/white-house-gubeng,Gubeng
175,Daun Lada, Indonesia,4.04,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/daun-lada-tegalsari-2,Tegalsari
176,Kebab Layali, Arab/Timur Tengah,4.5,Di bawah Rp. 50.000 /orang,"Jl. KH. Mas Mansyur No. 160, Ampel, Surabaya",https://pergikuliner.com/restaurants/surabaya/kebab-layali-ampel,Ampel
177,Ikan Bakar Cianjur, Indonesia,4.45,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo V No. 44 - 48, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/ikan-bakar-cianjur-manyar,Manyar
178,Alltime Buns, Barat,4.08,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tunjungan No. 26, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/alltime-buns-tegalsari,Tegalsari
179,Excelso, Kafe,4.14,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-tegalsari-4,Tegalsari
180,Pizza Marzano, Italia,4.17,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/pizza-marzano-wiyung,Wiyung
181,Ichiban Sushi, Jepang,4.08,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/ichiban-sushi-tegalsari,Tegalsari
182,Burger King, Barat,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Jemursari No. 260, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/burger-king-tenggilis-mejoyo,Tenggilis Mejoyo
183,Cincau Station, Minuman,4.07,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/cincau-station-dukuh-pakis,Dukuh Pakis
184,Bubur Ayam Priangan Spensix, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Raya Gubeng No. 66, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/bubur-ayam-priangan-spensix-gubeng-2,Gubeng
185,Kokumi, Kafe,4.02,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/kokumi-sambikerep,Sambikerep
186,X.O Suki, China,4.24,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/x-o-suki-tegalsari-2,Tegalsari
187,Tana Toraja, Kafe,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/tana-toraja-tegalsari,Tegalsari
188,Starbucks, Kafe,4.17,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-mulyorejo,Mulyorejo
189,Cincau Bistro, Minuman,4.04,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/cincau-bistro-wiyung,Wiyung
190,Boncafe, Barat,4.0,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Indah No. 1, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/boncafe-dukuh-pakis,Dukuh Pakis
191,Starbucks, Kafe,4.04,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-tegalsari-2,Tegalsari
192,Martabak Mafia, Indonesia,4.53,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/martabak-mafia-dukuh-pakis,Dukuh Pakis
