,Restaurant Name,Category,Rating,Price Range,Address,Restaurant Detail Link,District
663,Milkgoo, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Manukan Tama Blok 2H No. 17, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/milkgoo-tandes,Tandes
664,Mr. Coffee Indonesia, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Kayoon No. 5, Kayoon, Surabaya",https://pergikuliner.com/restaurants/surabaya/mr-coffee-indonesia-kayoon,Kayoon
665,Soto Asaka, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Perak Timur No. 38, Perak, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-asaka-perak,Perak
666,Sari Laut Pak Ji, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Undaan Wetan No. 41, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/sari-laut-pak-ji-genteng,Genteng
667,Harris Cafe - Harris Hotel & Conventions Bundaran Satelit," Indonesia,Barat",4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. HR Muhammad No. 2A, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/harris-cafe-harris-hotel-dan-conventions-bundaran-satelit-dukuh-pakis,Dukuh Pakis
668,Higa Asian Eatery, Kafe,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Baru No. 27, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/higa-asian-eatery-sukomanunggal,Sukomanunggal
669,Starbucks, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Ngagel Jaya Selatan No. 153, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-ngagel,Ngagel
670,Ayam Goreng & Ikan Bakar Bu Cokro, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 190, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-goreng-dan-ikan-bakar-bu-cokro-gubeng,Gubeng
671,Midnight Baker, Toko Roti,4.0,Di bawah Rp. 50.000 /orang,"Jl. Kampus Unesa, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/midnight-baker-wiyung,Wiyung
672,Burgushi - Cleo Hotel Jemursari, Jepang,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 157, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/burgushi-cleo-hotel-jemursari-wonocolo,Wonocolo
673,Nasi Babat Pak Lurah, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Arjuno, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-babat-pak-lurah-sawahan,Sawahan
674,Bakwan Babi Karunia, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Raya Kupang Indah No. 41, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakwan-babi-karunia-dukuh-pakis,Dukuh Pakis
675,A&W,Wonocolo,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 73 , Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/a-dan-w-wonocolo,
676,The Rocketman Coffee, Minuman,4.0,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Baru Selatan I Blok A3 No. 3, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-rocketman-coffee-gayungan,Gayungan
677,MangGang, Korea,4.2,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/manggang-wiyung,Wiyung
678,La Patisserie - Sheraton Surabaya Hotel & Towers, Toko Roti dan Kue,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/la-patisserie-sheraton-surabaya-hotel-dan-towers-tegalsari,Tegalsari
679,209 Dining - Vasa Hotel," Barat,Indonesia",4.2,Di atas Rp. 200.000 /orang,"Jl. HR Muhammad No. 31, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/209-dining-vasa-hotel-dukuh-pakis,Dukuh Pakis
680,Ichiban Sushi, Jepang,4.2,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ichiban-sushi-wonokromo-2,Wonokromo
681,Sari Laut Cak Aris, Indonesia,4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Ngagel Jaya Selatan No. 15G, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/sari-laut-cak-aris-ngagel,Ngagel
682,Mie Ayam Dasyat, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 26, Semolowaru, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-ayam-dasyat-semolowaru,Semolowaru
683,Loowe, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Villa Bukit Mas, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/loowe-dukuh-pakis,Dukuh Pakis
684,Warung Bu Hj. Sani, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Semarang No. 146, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-bu-hj-sani-bubutan,Bubutan
685,Teh Cap Poci, Minuman,4.8,Di bawah Rp. 50.000 /orang,"Jl. Raya Kalirungkut No. 25, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/teh-cap-poci-rungkut-2,Rungkut
686,Warung Bu Sri, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 48A, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-bu-sri-gubeng,Gubeng
687,Nordic Coffee, Kafe,4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Ngagel No. 123, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/nordic-coffee-ngagel,Ngagel
688,Keyko Seafood, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Kombes Pol. M. Duryat No. 33, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/keyko-seafood-tegalsari,Tegalsari
689,Jian Kang, Dessert,4.8,Di bawah Rp. 50.000 /orang,"Jl. Kampus Unesa, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/jian-kang-wiyung-2,Wiyung
690,A&W,Semolowaru,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Nginden Semolo No. 98, Semolowaru, Surabaya",https://pergikuliner.com/restaurants/surabaya/a-dan-w-semolowaru,
691,KFC,Tegalsari,4.1,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/kfc-tegalsari-1,
692,Be Pasta, Italia,4.1,Di bawah Rp. 50.000 /orang,"Jl. BKR Pelajar No. 34, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/be-pasta-genteng,Genteng
693,Mie Ayam Lada Hitam, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Lusi No. 7, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-ayam-lada-hitam-tegalsari,Tegalsari
694,Cipork, China,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Mulyosari No. 200, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/cipork-mulyorejo,Mulyorejo
695,Mie Pitik Bang Azzat, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo No. 40, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-pitik-bang-azzat-dukuh-pakis,Dukuh Pakis
696,Gloria Noodle House, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/gloria-noodle-house-wiyung,Wiyung
697,Gerai Ayam Bakar Taliwang (Sasak Tulen), Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Mejoyo Utara Blok AJ No. 1, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/gerai-ayam-bakar-taliwang-sasak-tulen-rungkut,Rungkut
698,Pangsit Mie Ayam Jakarta Pak Ndut, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-ayam-jakarta-pak-ndut-tambaksari,Tambaksari
699,Teras Mertua, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/teras-mertua-dukuh-pakis,Dukuh Pakis
700,Reddog, Korea,4.1,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/reddog-tegalsari,Tegalsari
701,The Cakery - Java Paragon Hotel, Toko Kue,4.2,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjen Sungkono No. 101 - 103, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-cakery-java-paragon-hotel-dukuh-pakis,Dukuh Pakis
702,Frangipani, Indonesia,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kendangsari No. 89, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/frangipani-tenggilis-mejoyo-2,Tenggilis Mejoyo
703,Maobun, Toko Roti,4.2,Di bawah Rp. 50.000 /orang,"Jl. Sumatera No. 31B, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/maobun-gubeng,Gubeng
704,Signora Pasta, Italia,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kupang Indah No. 51A, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/signora-pasta-dukuh-pakis,Dukuh Pakis
705,Pangsit Mie & Bakwan Ngagel, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan No. 147, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-dan-bakwan-ngagel-ngagel,Ngagel
706,Saigon Delight, Vietnam,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/saigon-delight-dukuh-pakis,Dukuh Pakis
707,Ivy Donuts, Donat,4.2,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 288, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/ivy-donuts-gayungan,Gayungan
708,Padang Legenda, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Kutai No. 53, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/padang-legenda-wonokromo,Wonokromo
709,Chi Fry, Snack,4.1,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/chi-fry-dukuh-pakis,Dukuh Pakis
710,Es Teler Cak No,Krembangan,4.1,Di bawah Rp. 50.000 /orang,"Jl. Kepanjen No. 1 (Depan SMPN 02), Krembangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-teler-cak-no-krembangan,
711,3M Makassar, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Panglima Sudirman No. 41, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/3m-makassar-genteng,Genteng
712,Depot Icha, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Arief Rahman Hakim, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-icha-sukolilo,Sukolilo
713,Cossa Coffee, Kafe,4.8,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/cossa-coffee-mulyorejo,Mulyorejo
714,Yong Luck Club, China,4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/yong-luck-club-sambikerep,Sambikerep
715,Second Cuts, Barat,4.8,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Ngagel Jaya Selatan No. 127, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/second-cuts-ngagel,Ngagel
716,Kedai 27, Kafe,4.8,Di bawah Rp. 50.000 /orang,"Jl. Slamet No. 15, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kedai-27-genteng-2,Genteng
717,Nasi Bakar Wakul Suroboyo, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Indragiri No. 3, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-bakar-wakul-suroboyo-wonokromo,Wonokromo
718,Seventeen Skyview Resto & Lounge - Harris Hotel & Conventions, Barat,4.8,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bangka No. 8 - 18, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/seventeen-skyview-resto-dan-lounge-harris-hotel-dan-conventions-gubeng,Gubeng
719,Warung Dulang 88, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Baru XIV No. 1, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-dulang-88-gayungan,Gayungan
720,Locaahands, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jawa No. 6, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/locaahands-gubeng,Gubeng
721,Lacuna, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Sumatera No. 76, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/lacuna-gubeng,Gubeng
722,Depot Bu Mus, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Pacar Keling No. 11A, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-bu-mus-tambaksari,Tambaksari
723,Open Oven Bistro - MaxOne Hotel, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tidar No. 5, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/open-oven-bistro-maxone-hotel-sawahan,Sawahan
724,Naskun Ambon Poka, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo AI Blok G No. 10, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/naskun-ambon-poka-tenggilis-mejoyo,Tenggilis Mejoyo
725,Latarombo Riverside Cafe, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Barat No. 3A, Jambangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/latarombo-riverside-cafe-jambangan,Jambangan
726,Kaopinta, Minuman,4.2,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kartika VII No. 9, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kaopinta-sukolilo,Sukolilo
727,KOI The, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/koi-the-wiyung-2,Wiyung
728,Soto Abas, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto No. 7, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-abas-wonocolo,Wonocolo
729,Soto Madura Sakera, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Ploso Bogen No. 42, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-madura-sakera-tambaksari,Tambaksari
730,Depot Murah, China,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 5A, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-murah-wonocolo,Wonocolo
731,Ventea, Minuman,4.2,Di bawah Rp. 50.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/ventea-tandes,Tandes
732,Warkop Aweng, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Puri Widya Kencana Blok K1 No. 26, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/warkop-aweng-sambikerep,Sambikerep
733,Fat Bobba, Bubble Tea,4.2,Di bawah Rp. 50.000 /orang,"Jl. Abdul Wahab Siamin, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/fat-bobba-dukuh-pakis,Dukuh Pakis
734,Rawon Nguling, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Kutai No. 34, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/rawon-nguling-wonokromo,Wonokromo
735,Suteki Sushi, Jepang,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/suteki-sushi-mulyorejo,Mulyorejo
736,Spesial Belut Surabaya H. Poer, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Banyu Urip No. 139, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/spesial-belut-surabaya-h-poer-sawahan,Sawahan
737,Kawi Lounge - Sheraton Surabaya Hotel & Towers, Barat,4.2,Di atas Rp. 200.000 /orang,"Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/kawi-lounge-sheraton-surabaya-hotel-dan-towers-tegalsari,Tegalsari
738,Steak Moen - Moen, Barat,4.6,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/steak-moen-moen-wiyung,Wiyung
739,Wok.Ku, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 553, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/wok-ku-rungkut-2,Rungkut
740,Lawson,Mulyorejo,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 162, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/lawson-mulyorejo,
741,Cake Boss, Toko Roti dan Kue,4.6,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya No. 119, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/cake-boss-rungkut,Rungkut
742,Nasi Padang Uda Wandi, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Srikana Timur No. 6, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-padang-uda-wandi-gubeng,Gubeng
743,Sate Sinar Jaya, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa III, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/sate-sinar-jaya-gubeng,Gubeng
744,Offle, Waffle,4.1,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/offle-wiyung,Wiyung
745,Pepper Lunch, Jepang,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Jend. A. Yani No. 260, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/pepper-lunch-gayungan,Gayungan
746,Kopi Titik Koma, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Barat No. 13, Jambangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-titik-koma-jambangan,Jambangan
747,Kedai Pojok Hokky, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Harapan No. 1 (Samping Hokky Darmo Harapan), Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/kedai-pojok-hokky-sukomanunggal,Sukomanunggal
748,Buro, Lounge,4.0,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Sumatera No. 40, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/buro-gubeng,Gubeng
749,D'Crepes, Crepes,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/d-crepes-mulyorejo,Mulyorejo
750,Ampera Salero Minang, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Kalasan No. 11, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/ampera-salero-minang-tambaksari,Tambaksari
751,Gaoji Chuan Shao, China,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/gaoji-chuan-shao-dukuh-pakis,Dukuh Pakis
752,Re.Juve,Mulyorejo,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/re-juve-mulyorejo,
753,Kriuk Kriuk, Snack,4.1,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok AI No. 34, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kriuk-kriuk-tenggilis-mejoyo,Tenggilis Mejoyo
754,Es Kacang Ijo Zam Zam, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Bendul Merisi, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-kacang-ijo-zam-zam-wonokromo,Wonokromo
755,Ming Garden, China,4.8,Rp. 100.000 - Rp. 200.000 /orang,"Jl. HR Muhammad No. 19, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/ming-garden-dukuh-pakis,Dukuh Pakis
756,Coto Daeng, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Genteng Kali No. 39, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/coto-daeng-genteng,Genteng
757,Lekker BDG, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Raya Bukit Darmo, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/lekker-bdg-sukomanunggal,Sukomanunggal
758,Warung SMES, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis Mejoyo Blok AJ No. 5, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-smes-tenggilis-mejoyo,Tenggilis Mejoyo
759,Miss Poe, Vietnam,4.8,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/miss-poe-sambikerep,Sambikerep
760,Warung Sambelan Puedes, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Sawahan Templek VIII No. 1, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-sambelan-puedes-sawahan,Sawahan
761,Honey Pok, Snack,4.8,Di bawah Rp. 50.000 /orang,"Jl. Kapas Krampung No. 45, Simokerto, Surabaya",https://pergikuliner.com/restaurants/surabaya/honey-pok-simokerto,Simokerto
762,Pork House 1719, China,4.8,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 149, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/pork-house-1719-mulyorejo,Mulyorejo
763,Big Wong, China,4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/big-wong-wiyung,Wiyung
764,Daidokoro, Jepang,4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Wiguna Timur XI No. 24, Gunung Anyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/daidokoro-gunung-anyar,Gunung Anyar
765,Kurshtop, Toko Roti,4.8,Di bawah Rp. 50.000 /orang,"Jl. Trunojoyo No. 76, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/kurshtop-tegalsari,Tegalsari
766,Kaizen BBQ Grill & Shabu - Shabu, Jepang,4.8,Di atas Rp. 200.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 213, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/kaizen-bbq-grill-dan-shabu-shabu-rungkut,Rungkut
767,Sate Klopo Cak Iman, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel Jaya No. 64, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/sate-klopo-cak-iman-ngagel,Ngagel
768,d'Sruput, Minuman,4.8,Di bawah Rp. 50.000 /orang,"Jl. Kampung Malang Tengah I No. 20, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/d-sruput-tegalsari,Tegalsari
769,Pankeki, Dessert,4.8,Di bawah Rp. 50.000 /orang,"Jl. Kranggan No. 8A, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/pankeki-bubutan,Bubutan
770,Tong's Cafe, Kafe,4.8,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Kertajaya XI No. 6, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/tong-s-cafe-gubeng,Gubeng
771,Truffle Belly,Tenggilis Mejoyo,4.8,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 127, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/truffle-belly-tenggilis-mejoyo,
772,Ame Coffee, Kafe,4.8,Di bawah Rp. 50.000 /orang,"Jl. Taman Bungkul No. 19, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ame-coffee-wonokromo,Wonokromo
773,Livana, Toko Kue,4.1,Di bawah Rp. 50.000 /orang,"Jl. R.A Kartini No. 127, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/livana-tegalsari,Tegalsari
774,Subway, Barat,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/subway-rungkut,Rungkut
775,Lima Waktu Kopi, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 48, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/lima-waktu-kopi-rungkut,Rungkut
776,Foresthree, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah I Blok C1 No. 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/foresthree-mulyorejo,Mulyorejo
777,Pizza Hut,Manyar,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo No. 21, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/pizza-hut-manyar,
778,Kikil Sapi Ria Cak Ratno, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Embong Blimbing, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kikil-sapi-ria-cak-ratno-genteng,Genteng
779,Es Teller Baso Daging Sapi Remaja, Indonesia,4.8,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono No. 39A, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-teller-baso-daging-sapi-remaja-dukuh-pakis,Dukuh Pakis
